,userID,placeID,rating,food_rating,service_rating,latitude,longitude,smoker,drink_level,dress_preference,ambience,transport,marital_status,hijos,birth_year,interest,personality,religion,activity,color,weight,budget,height,user_cuisines,n_user_cuisines,user_payments,n_user_payments,latitude_rest,longitude_rest,the_geom_meter,name,address,city,state,country,zip,alcohol,smoking_area,dress_code,accessibility,price,Rambience,franchise,area,other_services,rest_cuisines,n_rest_cuisines,rest_payments,n_rest_payments,rest_parking_types,hours_Mon,hours_Tue,hours_Wed,hours_Thu,hours_Fri,hours_Sat,hours_Sun,subrating_mean,subrating_gap,subrating_gap_abs,user_mean_rating_loo,place_mean_rating_loo
17,U1103,132630,1,2,0,23.752265,-99.16859,False,abstemious,formal,friends,public,single,independent,1989,technology,hard-worker,Jewish,professional,green,118,medium,1.9,Mexican,1,bank_debit_cards | cash,2.0,23.75293,-99.164472,0101000020957F000047206572DE8157C1D3315028254E4941,palomo tec,blvrd emilio portes gil,Ciudad Victoria,Tamaulipas,,,No_Alcohol_Served,none,informal,completely,low,familiar,False,closed,none,Mexican,1.0,,,,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,1.0,2,2,1.1428571428571428,1.2
18,U1103,132613,2,2,2,23.752265,-99.16859,False,abstemious,formal,friends,public,single,independent,1989,technology,hard-worker,Jewish,professional,green,118,medium,1.9,Mexican,1,bank_debit_cards | cash,2.0,23.752904,-99.165076,0101000020957F00008EBA2D06DC8157C194E03B7B504E4941,carnitas_mata,lic. Emilio portes gil,Ciudad Victoria,Tamaulipas,Mexico,,No_Alcohol_Served,permitted,informal,completely,medium,familiar,True,closed,none,Mexican,1.0,cash,1.0,yes,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,07:00-16:00,07:00-16:00,2.0,0,0,1.0,1.0
19,U1103,132667,1,2,2,23.752265,-99.16859,False,abstemious,formal,friends,public,single,independent,1989,technology,hard-worker,Jewish,professional,green,118,medium,1.9,Mexican,1,bank_debit_cards | cash,2.0,23.752697,-99.163359,0101000020957F00005D67BCDDED8157C1222A2DC8D84D4941,little pizza Emilio Portes Gil,calle emilio portes gil,Ciudad Victoria,Tamaulipas,,,No_Alcohol_Served,none,informal,completely,low,familiar,True,closed,none,Armenian,1.0,cash,1.0,,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,2.0,0,0,1.1428571428571428,1.3333333333333333
20,U1103,135104,1,2,0,23.752265,-99.16859,False,abstemious,formal,friends,public,single,independent,1989,technology,hard-worker,Jewish,professional,green,118,medium,1.9,Mexican,1,bank_debit_cards | cash,2.0,23.752982,-99.168434,0101000020957F00007CDF5EAFC58157C1645743B23E4F4941,vips,,,,,,Full_Bar,not permitted,informal,completely,medium,familiar,True,closed,variety,Mexican,1.0,MasterCard-Eurocard | VISA | cash,3.0,yes,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,1.0,2,2,1.1428571428571428,0.8333333333333334
21,U1103,132663,1,0,2,23.752265,-99.16859,False,abstemious,formal,friends,public,single,independent,1989,technology,hard-worker,Jewish,professional,green,118,medium,1.9,Mexican,1,bank_debit_cards | cash,2.0,23.752511,-99.166954,0101000020957F0000FDF8D26EE08157C1FEDB6A1FDB4E4941,tacos abi,,Ciudad Victoria,Tamaulipas,Mexico,,No_Alcohol_Served,none,informal,completely,low,familiar,False,closed,none,Mexican,1.0,,,,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,1.0,-2,2,1.1428571428571428,0.4
22,U1103,132733,2,2,2,23.752265,-99.16859,False,abstemious,formal,friends,public,single,independent,1989,technology,hard-worker,Jewish,professional,green,118,medium,1.9,Mexican,1,bank_debit_cards | cash,2.0,23.752707,-99.162566,0101000020957F0000F2F4110CF28157C1DCFD7C1BA04D4941,Little Cesarz,,Ciudad Victoria,Tamaulipas,Mexico,,No_Alcohol_Served,not permitted,informal,completely,medium,familiar,True,closed,none,Pizzeria,1.0,MasterCard-Eurocard | VISA | bank_debit_cards | cash,4.0,yes,10:30-22:30,10:30-22:30,10:30-22:30,10:30-22:30,10:30-22:30,10:30-22:30,09:00-21:00,2.0,0,0,1.0,1.2222222222222223
23,U1107,132660,2,2,1,23.742409,-99.171889,False,abstemious,no preference,friends,car owner,single,independent,1989,variety,hard-worker,Catholic,,blue,87,high,1.79,Mexican,1,bank_debit_cards | cash,2.0,23.752943,-99.164679,0101000020957F00003D7905C9DC8157C13FCD1AB7334E4941,carnitas mata calle Emilio Portes Gil,Emilio Portes Gil,Ciudad Victoria,Tamaulipas,,,No_Alcohol_Served,none,informal,completely,low,familiar,False,closed,none,,,,,,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,1.5,1,1,2.0,1.25
24,U1107,132584,2,2,2,23.742409,-99.171889,False,abstemious,no preference,friends,car owner,single,independent,1989,variety,hard-worker,Catholic,,blue,87,high,1.79,Mexican,1,bank_debit_cards | cash,2.0,23.752365,-99.165288,0101000020957F000048C65BA7EF8157C177F2344D664E4941,Gorditas Dona Tota,,,,,,No_Alcohol_Served,not permitted,informal,completely,medium,familiar,True,closed,none,Mexican,1.0,cash,1.0,yes,08:30-20:00,08:30-20:00,08:30-20:00,08:30-20:00,08:30-20:00,09:00-22:00,09:00-20:30,2.0,0,0,2.0,1.2
25,U1107,132733,2,2,2,23.742409,-99.171889,False,abstemious,no preference,friends,car owner,single,independent,1989,variety,hard-worker,Catholic,,blue,87,high,1.79,Mexican,1,bank_debit_cards | cash,2.0,23.752707,-99.162566,0101000020957F0000F2F4110CF28157C1DCFD7C1BA04D4941,Little Cesarz,,Ciudad Victoria,Tamaulipas,Mexico,,No_Alcohol_Served,not permitted,informal,completely,medium,familiar,True,closed,none,Pizzeria,1.0,MasterCard-Eurocard | VISA | bank_debit_cards | cash,4.0,yes,10:30-22:30,10:30-22:30,10:30-22:30,10:30-22:30,10:30-22:30,10:30-22:30,09:00-21:00,2.0,0,0,2.0,1.2222222222222223
26,U1044,135088,2,2,2,18.95298,-99.260789,True,social drinker,informal,family,car owner,married,kids,1969,variety,thrifty-protector,Catholic,professional,orange,85,medium,1.73,Mexican,1,MasterCard-Eurocard | VISA | bank_debit_cards | cash,4.0,18.876011,-99.21989,0101000020957F0000E14AD4DBC7765AC1F7B33C85B1534A41,Cafeteria cenidet,Interior Internado Palmira SN,Cuernavaca,Morelos,Mexico,,No_Alcohol_Served,not permitted,informal,no_accessibility,low,quiet,False,closed,none,Cafeteria,1.0,cash,1.0,public,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,00:00-00:00,00:00-00:00,2.0,0,0,1.25,0.8
27,U1044,132583,1,2,1,18.95298,-99.260789,True,social drinker,informal,family,car owner,married,kids,1969,variety,thrifty-protector,Catholic,professional,orange,85,medium,1.73,Mexican,1,MasterCard-Eurocard | VISA | bank_debit_cards | cash,4.0,18.92229,-99.234332,0101000020957F0000FBE7171F056F5AC1E8A6C0A5AF554A41,McDonalds Centro,Rayon sn col. Centro,Cuernavaca,Morelos,Mexico,62000,No_Alcohol_Served,not permitted,informal,partially,low,familiar,True,closed,none,American,1.0,MasterCard-Eurocard | VISA | bank_debit_cards | cash,4.0,,,,,,,,,1.5,1,1,1.5,1.0
28,U1070,132608,2,2,1,23.753237,-99.166868,False,casual drinker,informal,friends,public,single,independent,1991,variety,thrifty-protector,Catholic,student,green,47,low,1.6,Mexican,1,cash,1.0,23.758805,-99.16513,0101000020957F0000A15C8F5FF78057C1C93CEA9E0A4E4941,Hamburguesas La perica,cd. mier,Ciudad Victoria,Tamaulipas,Mexico,,No_Alcohol_Served,permitted,informal,completely,low,quiet,True,open,none,Mexican,1.0,cash,1.0,public,19:00-02:00,19:00-02:00,19:00-02:00,19:00-02:00,19:00-02:00,19:00-02:00,19:00-02:00,1.5,1,1,1.0,0.8
29,U1070,132609,1,1,1,23.753237,-99.166868,False,casual drinker,informal,friends,public,single,independent,1991,variety,thrifty-protector,Catholic,student,green,47,low,1.6,Mexican,1,cash,1.0,23.760268,-99.165865,0101000020957F0000A478418BBA8057C133851EB22C4E4941,Pollo_Frito_Buenos_Aires,tampico,Ciudad Victoria,Tamaulipas,Mexico,,No_Alcohol_Served,not permitted,informal,completely,low,quiet,True,closed,none,Fast_Food,1.0,cash,1.0,yes,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,10:00-18:00,00:00-23:30,1.0,0,0,1.5,0.5
30,U1070,132613,1,1,0,23.753237,-99.166868,False,casual drinker,informal,friends,public,single,independent,1991,variety,thrifty-protector,Catholic,student,green,47,low,1.6,Mexican,1,cash,1.0,23.752904,-99.165076,0101000020957F00008EBA2D06DC8157C194E03B7B504E4941,carnitas_mata,lic. Emilio portes gil,Ciudad Victoria,Tamaulipas,Mexico,,No_Alcohol_Served,permitted,informal,completely,medium,familiar,True,closed,none,Mexican,1.0,cash,1.0,yes,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,07:00-16:00,07:00-16:00,0.5,1,1,1.5,1.2
31,U1031,132663,0,0,0,23.735698,-99.159851,False,abstemious,informal,solitary,,married,kids,1992,,hard-worker,Catholic,unemployed,white,40,medium,1.6,Mexican,1,American_Express | cash,2.0,23.752511,-99.166954,0101000020957F0000FDF8D26EE08157C1FEDB6A1FDB4E4941,tacos abi,,Ciudad Victoria,Tamaulipas,Mexico,,No_Alcohol_Served,none,informal,completely,low,familiar,False,closed,none,Mexican,1.0,,,,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,0.0,0,0,0.0,0.6
32,U1031,132665,0,0,0,23.735698,-99.159851,False,abstemious,informal,solitary,,married,kids,1992,,hard-worker,Catholic,unemployed,white,40,medium,1.6,Mexican,1,American_Express | cash,2.0,23.736798,-99.134241,0101000020957F00007AED0830FC8457C122F85F7B84464941,TACOS CORRECAMINOS,,Ciudad Victoria,Tamaulipas,Mexico,,No_Alcohol_Served,none,informal,completely,low,familiar,False,closed,none,Mexican,1.0,,,,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,0.0,0,0,0.0,1.0
33,U1031,132668,0,0,0,23.735698,-99.159851,False,abstemious,informal,solitary,,married,kids,1992,,hard-worker,Catholic,unemployed,white,40,medium,1.6,Mexican,1,American_Express | cash,2.0,23.738212,-99.151955,0101000020957F000003B195E25F8457C1C535BD04614B4941,TACOS EL GUERO,,Ciudad Victoria,Tamaulipas,Mexico,,No_Alcohol_Served,none,informal,completely,low,familiar,False,closed,none,Mexican,1.0,,,,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,0.0,0,0,0.0,1.5
34,U1082,132630,1,1,1,23.753061,-99.166095,True,abstemious,informal,friends,public,single,,1989,variety,hard-worker,Catholic,student,black,63,medium,1.69,Mexican,1,cash,1.0,23.75293,-99.164472,0101000020957F000047206572DE8157C1D3315028254E4941,palomo tec,blvrd emilio portes gil,Ciudad Victoria,Tamaulipas,,,No_Alcohol_Served,none,informal,completely,low,familiar,False,closed,none,Mexican,1.0,,,,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,1.0,0,0,0.0,1.2
35,U1023,132715,0,0,0,23.752943,-99.166589,False,casual drinker,informal,friends,car owner,single,independent,1988,,hard-worker,Catholic,student,blue,103,low,1.79,Mexican,1,cash,1.0,23.732423,-99.15866,0101000020957F00004609B96F198557C11973490A874D4941,tacos de la estacion,,,,,,No_Alcohol_Served,none,informal,no_accessibility,low,quiet,False,open,none,Mexican,1.0,cash,1.0,,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,0.0,0,0,0.6666666666666666,1.3333333333333333
36,U1023,132717,0,0,0,23.752943,-99.166589,False,casual drinker,informal,friends,car owner,single,independent,1988,,hard-worker,Catholic,student,blue,103,low,1.79,Mexican,1,cash,1.0,23.73186,-99.150436,0101000020957F0000B21C3F6C5E8557C188ACCF0A444B4941,tortas hawai,,,,,,No_Alcohol_Served,not permitted,informal,partially,medium,familiar,False,closed,none,Fast_Food,1.0,cash,1.0,public,09:30-21:30,09:30-21:30,09:30-21:30,09:30-21:30,09:30-21:30,09:30-21:30,09:30-21:30,0.0,0,0,0.6666666666666666,2.0
37,U1082,132613,0,0,0,23.753061,-99.166095,True,abstemious,informal,friends,public,single,,1989,variety,hard-worker,Catholic,student,black,63,medium,1.69,Mexican,1,cash,1.0,23.752904,-99.165076,0101000020957F00008EBA2D06DC8157C194E03B7B504E4941,carnitas_mata,lic. Emilio portes gil,Ciudad Victoria,Tamaulipas,Mexico,,No_Alcohol_Served,permitted,informal,completely,medium,familiar,True,closed,none,Mexican,1.0,cash,1.0,yes,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,07:00-16:00,07:00-16:00,0.0,0,0,0.125,1.4
38,U1082,132594,0,0,0,23.753061,-99.166095,True,abstemious,informal,friends,public,single,,1989,variety,hard-worker,Catholic,student,black,63,medium,1.69,Mexican,1,cash,1.0,23.752168,-99.165709,0101000020957F00003AE4C6DBF48157C1CE38ECC1864E4941,tacos de barbacoa enfrente del Tec,,,,,,No_Alcohol_Served,not permitted,informal,completely,low,familiar,False,open,none,Mexican,1.0,cash,1.0,public,09:30-23:30,09:30-23:30,09:30-23:30,09:30-23:30,09:30-23:30,09:00-23:30,09:00-23:30,0.0,0,0,0.125,0.75
39,U1082,132608,0,0,0,23.753061,-99.166095,True,abstemious,informal,friends,public,single,,1989,variety,hard-worker,Catholic,student,black,63,medium,1.69,Mexican,1,cash,1.0,23.758805,-99.16513,0101000020957F0000A15C8F5FF78057C1C93CEA9E0A4E4941,Hamburguesas La perica,cd. mier,Ciudad Victoria,Tamaulipas,Mexico,,No_Alcohol_Served,permitted,informal,completely,low,quiet,True,open,none,Mexican,1.0,cash,1.0,public,19:00-02:00,19:00-02:00,19:00-02:00,19:00-02:00,19:00-02:00,19:00-02:00,19:00-02:00,0.0,0,0,0.125,1.2
40,U1082,132609,0,0,0,23.753061,-99.166095,True,abstemious,informal,friends,public,single,,1989,variety,hard-worker,Catholic,student,black,63,medium,1.69,Mexican,1,cash,1.0,23.760268,-99.165865,0101000020957F0000A478418BBA8057C133851EB22C4E4941,Pollo_Frito_Buenos_Aires,tampico,Ciudad Victoria,Tamaulipas,Mexico,,No_Alcohol_Served,not permitted,informal,completely,low,quiet,True,closed,none,Fast_Food,1.0,cash,1.0,yes,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,10:00-18:00,00:00-23:30,0.0,0,0,0.125,0.75
41,U1082,132663,0,0,0,23.753061,-99.166095,True,abstemious,informal,friends,public,single,,1989,variety,hard-worker,Catholic,student,black,63,medium,1.69,Mexican,1,cash,1.0,23.752511,-99.166954,0101000020957F0000FDF8D26EE08157C1FEDB6A1FDB4E4941,tacos abi,,Ciudad Victoria,Tamaulipas,Mexico,,No_Alcohol_Served,none,informal,completely,low,familiar,False,closed,none,Mexican,1.0,,,,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,0.0,0,0,0.125,0.6
42,U1082,132560,0,0,0,23.753061,-99.166095,True,abstemious,informal,friends,public,single,,1989,variety,hard-worker,Catholic,student,black,63,medium,1.69,Mexican,1,cash,1.0,23.752304,-99.166913,0101000020957F0000FC60BDA8E88157C1B2C357D6DA4E4941,puesto de gorditas,frente al tecnologico,Ciudad Victoria,Tamaulipas,Mexico,,No_Alcohol_Served,permitted,informal,no_accessibility,low,familiar,False,open,none,Regional,1.0,cash,1.0,public,08:00-12:00,08:00-12:00,08:00-12:00,08:00-12:00,08:00-12:00,00:00-00:00,00:00-00:00,0.0,0,0,0.125,0.6666666666666666
43,U1060,132564,2,2,2,23.715238,-99.158864,False,casual drinker,formal,family,public,single,independent,1991,technology,thrifty-protector,Catholic,student,blue,82,medium,1.84,American | Burgers | Cafe-Coffee_Shop | Cafeteria | Fast_Food | Hot_Dogs | Italian | Juice | Mexican | Pizzeria | Soup | Spanish | Tex-Mex,13,cash,1.0,23.730924,-99.145185,0101000020957F0000EA4F00C5A08557C140085474D9494941,churchs,,,,,,No_Alcohol_Served,none,informal,completely,low,familiar,False,closed,none,,,,,,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,2.0,0,0,1.6666666666666667,1.0
